year,County,Type,Mean
2002,Alameda,IV,70.895625
2002,Alameda,MSP,390437.058277586
2002,Alameda,MSPSF,278.297016893024
2002,Alameda,MT,434540.625
2002,Alameda,MVSF,291.151041666667
2002,Alameda,SF,459169.791666667
2002,Alameda,SFG,93.685290860215
2002,Alameda,SFL,6.90761071428571
2002,Alameda,SPY,5.69083385416667
2002,Alameda,TT,690127.380952381
2002,Contra Costa,2B,318082.083333333
2002,Contra Costa,3B,428068.650793651
2002,Contra Costa,4B,531080.158730159
2002,Contra Costa,A,470199.242424242
2002,Contra Costa,BT,275518.333333333
2002,Contra Costa,DV,23.9378333333333
2002,Contra Costa,FR,1.41279912280702
2002,Contra Costa,HF,0.717474757281553
2002,Contra Costa,IV,71.6901666666667
2002,Contra Costa,MSP,443875.464792149
2002,Contra Costa,MSPSF,249.817647411195
2002,Contra Costa,MT,463354.761904762
2002,Contra Costa,MVSF,253.193181818182
2002,Contra Costa,SF,491311.742424242
2002,Contra Costa,SFG,96.7154372384937
2002,Contra Costa,SFL,3.57253657407407
2002,Contra Costa,SPY,6.46548416666667
2002,Contra Costa,TT,635180.729166667
2002,Marin,2B,557407.291666667
2002,Marin,3B,720392.708333333
2002,Marin,4B,970117.708333333
2002,Marin,A,730818.75
2002,Marin,BT,247903.571428571
2002,Marin,DV,29.2377083333333
2002,Marin,FR,1.32063529411765
2002,Marin,HF,1.22068823529412
2002,Marin,IV,65.003125
2002,Marin,MSP,665334.78291625
2002,Marin,MSPSF,393.582494562935
2002,Marin,MT,506211.458333333
2002,Marin,MVSF,408.0625
2002,Marin,SF,819382.291666667
2002,Marin,SFG,93.8278712643678
2002,Marin,SFL,6.79321153846154
2002,Marin,SPY,5.19877916666667
2002,Marin,TT,860644.791666667
2002,Napa,2B,490570.833333333
2002,Napa,3B,431625
2002,Napa,4B,933179.166666667
2002,Napa,A,442004.166666667
2002,Napa,BT,330169.444444444
2002,Napa,DV,7.66041666666667
2002,Napa,FR,0.879407692307692
2002,Napa,HF,0.8778125
2002,Napa,IV,90.2545833333333
2002,Napa,MSP,352531.25
2002,Napa,MSPSF,200.9133125
2002,Napa,MT,351391.666666667
2002,Napa,MVSF,282.666666666667
2002,Napa,SF,450850
2002,Napa,SFG,98.1487208333333
2002,Napa,SFL,1.99685
2002,Napa,SPY,10.2081333333333
2002,Napa,TT,843522.916666667
2002,Sacramento,2B,141073.148148148
2002,Sacramento,3B,213703.205128205
2002,Sacramento,4B,294025
2002,Sacramento,A,232075.595238095
2002,Sacramento,BT,167706.666666667
2002,Sacramento,DV,3.10565476190476
2002,Sacramento,FR,2.76385310344828
2002,Sacramento,HF,1.34496714285714
2002,Sacramento,IV,95.6272023809524
2002,Sacramento,MSP,212196.7601
2002,Sacramento,MSPSF,137.169645508982
2002,Sacramento,MT,237145.454545455
2002,Sacramento,MVSF,137.380952380952
2002,Sacramento,SF,257417.261904762
2002,Sacramento,SFG,98.3562077844311
2002,Sacramento,SFL,1.92000215827338
2002,Sacramento,SPY,7.96350476190476
2002,Sacramento,TT,350583.333333333
2002,San Francisco,2B,529733.333333333
2002,San Francisco,3B,593008.333333333
2002,San Francisco,4B,666175
2002,San Francisco,A,539058.333333333
2002,San Francisco,BT,341083.333333333
2002,San Francisco,DV,26.3425
2002,San Francisco,FR,0.448175
2002,San Francisco,HF,0.359366666666667
2002,San Francisco,IV,69.6283333333333
2002,San Francisco,MSP,539558.333333333
2002,San Francisco,MSPSF,439.543016666667
2002,San Francisco,MT,431216.666666667
2002,San Francisco,MVSF,426.833333333333
2002,San Francisco,SF,533066.666666667
2002,San Francisco,SFG,99.2934583333333
2002,San Francisco,SFL,0.706541666666667
2002,San Francisco,SPY,4.44758333333333
2002,San Francisco,TT,636000
2002,San Mateo,2B,439300.520833333
2002,San Mateo,3B,641841.145833333
2002,San Mateo,4B,819326.5625
2002,San Mateo,A,668704.6875
2002,San Mateo,BT,306865.277777778
2002,San Mateo,DV,33.6497777777778
2002,San Mateo,FR,1.31985757575758
2002,San Mateo,HF,0.728378431372549
2002,San Mateo,IV,61.6287777777778
2002,San Mateo,MSP,608805.114560694
2002,San Mateo,MSPSF,381.799461160196
2002,San Mateo,MT,444037.5
2002,San Mateo,MVSF,395.453125
2002,San Mateo,SF,688857.8125
2002,San Mateo,SFG,94.6783401129943
2002,San Mateo,SFL,5.52356568047337
2002,San Mateo,SPY,5.11686666666667
2002,San Mateo,TT,783751.111111111
2003,Alameda,2B,374987.222222222
2003,Alameda,3B,493705.208333333
2003,Alameda,4B,607298.4375
2003,Alameda,A,479831.770833333
2003,Alameda,BT,316014.0625
2003,Alameda,DV,10.5189583333333
2003,Alameda,FR,1.14187849462366
2003,Alameda,HF,0.788888392857143
2003,Alameda,IV,83.3030208333333
2003,Alameda,MSP,419640.938014205
2003,Alameda,MSPSF,301.575581302815
2003,Alameda,MT,473459.375
2003,Alameda,MVSF,318.875
2003,Alameda,SF,503195.833333333
2003,Alameda,SFG,93.2478908602151
2003,Alameda,SFL,7.04078258426966
2003,Alameda,SPY,6.37812395833333
2003,Alameda,TT,740767.261904762
2003,Contra Costa,2B,357120.416666667
2003,Contra Costa,3B,474416.666666667
2003,Contra Costa,4B,582175
2003,Contra Costa,A,517291.287878788
2003,Contra Costa,BT,308475.833333333
2003,Contra Costa,DV,4.0685
2003,Contra Costa,FR,1.30735
2003,Contra Costa,HF,0.761440740740741
2003,Contra Costa,IV,93.0802916666667
2003,Contra Costa,MSP,488813.513640664
2003,Contra Costa,MSPSF,273.927714108683
2003,Contra Costa,MT,510721.031746032
2003,Contra Costa,MVSF,279.05303030303
2003,Contra Costa,SF,539457.196969697
2003,Contra Costa,SFG,96.5438405063291
2003,Contra Costa,SFL,3.67132954545455
2003,Contra Costa,SPY,6.98705125
2003,Contra Costa,TT,684434.375
2003,Marin,2B,589980.208333333
2003,Marin,3B,759913.541666667
2003,Marin,4B,1027502.08333333
2003,Marin,A,777934.375
2003,Marin,BT,266554.761904762
2003,Marin,DV,23.4052083333333
2003,Marin,FR,0.966871428571429
2003,Marin,HF,1.02205789473684
2003,Marin,IV,69.5566666666667
2003,Marin,MSP,692975.241419512
2003,Marin,MSPSF,411.43280537087
2003,Marin,MT,540930.208333333
2003,Marin,MVSF,432.6875
2003,Marin,SF,865275
2003,Marin,SFG,93.8504070588235
2003,Marin,SFL,7.08417916666667
2003,Marin,SPY,5.72910520833333
2003,Marin,TT,911303.125
2003,Napa,2B,396372.916666667
2003,Napa,3B,508897.916666667
2003,Napa,4B,1039987.5
2003,Napa,A,520200
2003,Napa,BT,372311.111111111
2003,Napa,DV,1.29541666666667
2003,Napa,FR,1.4652
2003,Napa,HF,1.02510909090909
2003,Napa,IV,98.185
2003,Napa,MSP,434451.041666667
2003,Napa,MSPSF,240.461483333333
2003,Napa,MT,397554.166666667
2003,Napa,MVSF,327.625
2003,Napa,SF,530591.666666667
2003,Napa,SFG,98.2920458333333
2003,Napa,SFL,2.05159473684211
2003,Napa,SPY,8.11466666666667
2003,Napa,TT,956539.583333333
2003,Sacramento,2B,172735.185185185
2003,Sacramento,3B,254613.461538462
2003,Sacramento,4B,342910.119047619
2003,Sacramento,A,274669.047619048
2003,Sacramento,BT,203526.666666667
2003,Sacramento,DV,1.10214285714286
2003,Sacramento,FR,1.6868856
2003,Sacramento,HF,0.892591428571429
2003,Sacramento,IV,98.27375
2003,Sacramento,MSP,250557.830357143
2003,Sacramento,MSPSF,161.820066666667
2003,Sacramento,MT,279859.848484849
2003,Sacramento,MVSF,163.494047619048
2003,Sacramento,SF,302669.047619048
2003,Sacramento,SFG,98.3730523809524
2003,Sacramento,SFL,1.88048057553957
2003,Sacramento,SPY,8.56161845238095
2003,Sacramento,TT,400531.25
2003,San Francisco,2B,559258.333333333
2003,San Francisco,3B,641341.666666667
2003,San Francisco,4B,723191.666666667
2003,San Francisco,A,577525
2003,San Francisco,BT,382408.333333333
2003,San Francisco,DV,20.0541666666667
2003,San Francisco,FR,0.53735
2003,San Francisco,HF,0.386933333333333
2003,San Francisco,IV,73.4225
2003,San Francisco,MSP,563441.666666667
2003,San Francisco,MSPSF,457.6615
2003,San Francisco,MT,475500
2003,San Francisco,MVSF,455.083333333333
2003,San Francisco,SF,579641.666666667
2003,San Francisco,SFG,98.8249333333333
2003,San Francisco,SFL,1.17506666666667
2003,San Francisco,SPY,4.9681
2003,San Francisco,TT,682233.333333333
2003,San Mateo,2B,461836.458333333
2003,San Mateo,3B,675208.333333333
2003,San Mateo,4B,858643.229166667
2003,San Mateo,A,703480.208333333
2003,San Mateo,BT,317122.916666667
2003,San Mateo,DV,21.4122222222222
2003,San Mateo,FR,1.74712777777778
2003,San Mateo,HF,1.12571025641026
2003,San Mateo,IV,69.9954444444444
2003,San Mateo,MSP,633616.758111429
2003,San Mateo,MSPSF,403.027583019447
2003,San Mateo,MT,468769.270833333
2003,San Mateo,MVSF,416.067708333333
2003,San Mateo,SF,724208.333333333
2003,San Mateo,SFG,94.4001350282486
2003,San Mateo,SFL,6.03808036809816
2003,San Mateo,SPY,5.56684222222222
2003,San Mateo,TT,822180.555555556
2004,Alameda,2B,438918.333333333
2004,Alameda,3B,570041.145833333
2004,Alameda,4B,697622.395833333
2004,Alameda,A,557344.270833333
2004,Alameda,BT,367990.104166667
2004,Alameda,DV,1.85192708333333
2004,Alameda,FR,1.20346206896552
2004,Alameda,HF,0.822270192307692
2004,Alameda,IV,97.133125
2004,Alameda,MSP,492081.233422414
2004,Alameda,MSPSF,346.241672321619
2004,Alameda,MT,555346.875
2004,Alameda,MVSF,369.015625
2004,Alameda,SF,584772.916666667
2004,Alameda,SFG,95.3718251336898
2004,Alameda,SFL,4.92185344827586
2004,Alameda,SPY,7.18760260416667
2004,Alameda,TT,840954.761904762
2004,Contra Costa,2B,417417.5
2004,Contra Costa,3B,552578.174603175
2004,Contra Costa,4B,677834.126984127
2004,Contra Costa,A,602361.742424242
2004,Contra Costa,BT,362071.666666667
2004,Contra Costa,DV,1.40783333333333
2004,Contra Costa,FR,1.24595688073394
2004,Contra Costa,HF,0.707403333333333
2004,Contra Costa,IV,97.6693333333333
2004,Contra Costa,MSP,556249.18295587
2004,Contra Costa,MSPSF,315.909777721694
2004,Contra Costa,MT,597045.634920635
2004,Contra Costa,MVSF,325.511363636364
2004,Contra Costa,SF,627823.863636364
2004,Contra Costa,SFG,97.3104205882353
2004,Contra Costa,SFL,3.02832512077295
2004,Contra Costa,SPY,7.89969708333333
2004,Contra Costa,TT,779770.833333333
2004,Marin,2B,668820.833333333
2004,Marin,3B,865245.833333333
2004,Marin,4B,1139160.41666667
2004,Marin,A,879989.583333333
2004,Marin,BT,304260.714285714
2004,Marin,DV,7.8834375
2004,Marin,FR,1.64225555555556
2004,Marin,HF,1.24103571428571
2004,Marin,IV,89.6470833333333
2004,Marin,MSP,764108.682818293
2004,Marin,MSPSF,460.765702268909
2004,Marin,MT,607397.916666667
2004,Marin,MVSF,485.729166666667
2004,Marin,SF,966883.333333333
2004,Marin,SFG,96.100526744186
2004,Marin,SFL,4.65821449275362
2004,Marin,SPY,6.32152083333333
2004,Marin,TT,1020259.375
2004,Napa,2B,442070.833333333
2004,Napa,3B,574416.666666667
2004,Napa,4B,1197283.33333333
2004,Napa,A,586385.416666667
2004,Napa,BT,437558.333333333
2004,Napa,DV,1.4425
2004,Napa,FR,1.2695
2004,Napa,HF,0.48215
2004,Napa,IV,98.0766666666667
2004,Napa,MSP,521649
2004,Napa,MSPSF,276.072125199746
2004,Napa,MT,457641.666666667
2004,Napa,MVSF,373.229166666667
2004,Napa,SF,597031.25
2004,Napa,SFG,97.5329708333333
2004,Napa,SFL,2.46702916666667
2004,Napa,SPY,9.54516666666667
2004,Napa,TT,1070737.5
2004,Sacramento,2B,211398.148148148
2004,Sacramento,3B,310800
2004,Sacramento,4B,413445.238095238
2004,Sacramento,A,333498.214285714
2004,Sacramento,BT,253360.833333333
2004,Sacramento,DV,0.349345238095238
2004,Sacramento,FR,1.27825128205128
2004,Sacramento,HF,0.533034722222222
2004,Sacramento,IV,99.4849404761905
2004,Sacramento,MSP,307917.395833333
2004,Sacramento,MSPSF,195.698460119048
2004,Sacramento,MT,339027.272727273
2004,Sacramento,MVSF,198.47619047619
2004,Sacramento,SF,368358.928571429
2004,Sacramento,SFG,98.6792029761905
2004,Sacramento,SFL,1.51559929577465
2004,Sacramento,SPY,9.31918273809524
2004,Sacramento,TT,470153.472222222
2004,San Francisco,2B,649700
2004,San Francisco,3B,743058.333333333
2004,San Francisco,4B,826800
2004,San Francisco,A,669291.666666667
2004,San Francisco,BT,445516.666666667
2004,San Francisco,DV,3.89333333333333
2004,San Francisco,FR,0.506108333333333
2004,San Francisco,HF,0.337958333333333
2004,San Francisco,IV,94.7233333333333
2004,San Francisco,MSP,647916.666666667
2004,San Francisco,MSPSF,526.021975
2004,San Francisco,MT,557150
2004,San Francisco,MVSF,530.5
2004,San Francisco,SF,676758.333333333
2004,San Francisco,SFG,98.9528666666667
2004,San Francisco,SFL,1.04713333333333
2004,San Francisco,SPY,6.00485
2004,San Francisco,TT,786908.333333333
2004,San Mateo,2B,540117.1875
2004,San Mateo,3B,790979.166666667
2004,San Mateo,4B,1000686.45833333
2004,San Mateo,A,830975.520833333
2004,San Mateo,BT,364631.25
2004,San Mateo,DV,2.96922222222222
2004,San Mateo,FR,1.29275070422535
2004,San Mateo,HF,0.840219672131148
2004,San Mateo,IV,95.8435555555556
2004,San Mateo,MSP,757875.136506145
2004,San Mateo,MSPSF,460.501834636872
2004,San Mateo,MT,547723.958333333
2004,San Mateo,MVSF,486.223958333333
2004,San Mateo,SF,855252.604166667
2004,San Mateo,SFG,97.2387783333333
2004,San Mateo,SFL,3.19607086092715
2004,San Mateo,SPY,6.45827888888889
2004,San Mateo,TT,966451.111111111
2005,Alameda,2B,521633.888888889
2005,Alameda,3B,678390.104166667
2005,Alameda,4B,822986.458333333
2005,Alameda,A,667149.479166667
2005,Alameda,BT,443276.5625
2005,Alameda,DV,0.834583333333333
2005,Alameda,FR,1.02265
2005,Alameda,HF,0.592251162790698
2005,Alameda,IV,98.6497395833333
2005,Alameda,MSP,582486.809540854
2005,Alameda,MSPSF,409.74775684803
2005,Alameda,MT,657685.416666667
2005,Alameda,MVSF,438.630208333333
2005,Alameda,SF,699618.75
2005,Alameda,SFG,95.6421494623656
2005,Alameda,SFL,4.68392965116279
2005,Alameda,SPY,7.18434479166667
2005,Alameda,TT,975882.738095238
2005,Contra Costa,2B,504617.5
2005,Contra Costa,3B,666327.380952381
2005,Contra Costa,4B,814119.047619048
2005,Contra Costa,A,725625
2005,Contra Costa,BT,441805
2005,Contra Costa,DV,0.620833333333333
2005,Contra Costa,FR,0.876850574712644
2005,Contra Costa,HF,0.636340449438202
2005,Contra Costa,IV,99.0177083333333
2005,Contra Costa,MSP,667762.50934876
2005,Contra Costa,MSPSF,381.713364625744
2005,Contra Costa,MT,723186.111111111
2005,Contra Costa,MVSF,392.856060606061
2005,Contra Costa,SF,755643.560606061
2005,Contra Costa,SFG,97.012212605042
2005,Contra Costa,SFL,3.16071461187215
2005,Contra Costa,SPY,7.75804833333333
2005,Contra Costa,TT,920832.8125
2005,Marin,2B,750662.5
2005,Marin,3B,969513.541666667
2005,Marin,4B,1295626.04166667
2005,Marin,A,983472.916666667
2005,Marin,BT,349848.80952381
2005,Marin,DV,7.07385416666667
2005,Marin,FR,1.38197
2005,Marin,HF,1.5121125
2005,Marin,IV,90.4661458333333
2005,Marin,MSP,916911.957769333
2005,Marin,MSPSF,530.986119364173
2005,Marin,MT,702175
2005,Marin,MVSF,551.635416666667
2005,Marin,SF,1086772.91666667
2005,Marin,SFG,95.9325890243902
2005,Marin,SFL,4.75452089552239
2005,Marin,SPY,6.12333541666667
2005,Marin,TT,1141628.125
2005,Napa,2B,532433.333333333
2005,Napa,3B,682012.5
2005,Napa,4B,1432033.33333333
2005,Napa,A,691435.416666667
2005,Napa,BT,545877.777777778
2005,Napa,DV,0.81625
2005,Napa,FR,0.58118
2005,Napa,HF,0.3962
2005,Napa,IV,98.7175
2005,Napa,MSP,584476.875
2005,Napa,MSPSF,324.393016666667
2005,Napa,MT,549462.5
2005,Napa,MVSF,440.395833333333
2005,Napa,SF,704704.166666667
2005,Napa,SFG,97.1773166666667
2005,Napa,SFL,2.82268333333333
2005,Napa,SPY,10.3121458333333
2005,Napa,TT,1146827.08333333
2005,Sacramento,2B,254190.740740741
2005,Sacramento,3B,375965.384615385
2005,Sacramento,4B,486819.047619048
2005,Sacramento,A,403089.880952381
2005,Sacramento,BT,309527.5
2005,Sacramento,DV,0.83375
2005,Sacramento,FR,0.9045
2005,Sacramento,HF,0.467960416666667
2005,Sacramento,IV,98.59875
2005,Sacramento,MSP,371170.808383234
2005,Sacramento,MSPSF,239.105646706587
2005,Sacramento,MT,408362.121212121
2005,Sacramento,MVSF,240.011904761905
2005,Sacramento,SF,440769.047619048
2005,Sacramento,SFG,98.5876428571429
2005,Sacramento,SFL,1.638985
2005,Sacramento,SPY,9.43113452380952
2005,Sacramento,TT,549904.861111111
2005,San Francisco,2B,745941.666666667
2005,San Francisco,3B,857341.666666667
2005,San Francisco,4B,950058.333333333
2005,San Francisco,A,766333.333333333
2005,San Francisco,BT,493725
2005,San Francisco,DV,6.01333333333333
2005,San Francisco,FR,0.324308333333333
2005,San Francisco,HF,0.196516666666667
2005,San Francisco,IV,91.5016666666667
2005,San Francisco,MSP,746875
2005,San Francisco,MSPSF,630.6078
2005,San Francisco,MT,637666.666666667
2005,San Francisco,MVSF,609.916666666667
2005,San Francisco,SF,779733.333333333
2005,San Francisco,SFG,99.2232166666667
2005,San Francisco,SFL,0.776783333333333
2005,San Francisco,SPY,5.98305
2005,San Francisco,TT,891458.333333333
2005,San Mateo,2B,632864.0625
2005,San Mateo,3B,915102.083333333
2005,San Mateo,4B,1151125
2005,San Mateo,A,960359.375
2005,San Mateo,BT,432962.5
2005,San Mateo,DV,3.01688888888889
2005,San Mateo,FR,1.30196666666667
2005,San Mateo,HF,0.703513953488372
2005,San Mateo,IV,95.571
2005,San Mateo,MSP,872071.073318079
2005,San Mateo,MSPSF,547.257414711277
2005,San Mateo,MT,638243.75
2005,San Mateo,MVSF,565.463541666667
2005,San Mateo,SF,988541.666666667
2005,San Mateo,SFG,96.9324651685393
2005,San Mateo,SFL,3.61485675675676
2005,San Mateo,SPY,6.00339333333333
2005,San Mateo,TT,1114076.66666667
2006,Alameda,2B,537928.333333333
2006,Alameda,3B,690273.4375
2006,Alameda,4B,847059.895833333
2006,Alameda,A,682903.125
2006,Alameda,BT,463287.5
2006,Alameda,DV,36.6656770833333
2006,Alameda,FR,0.999593023255814
2006,Alameda,HF,1.18211588785047
2006,Alameda,IV,53.0183854166667
2006,Alameda,MSP,603797.451816571
2006,Alameda,MSPSF,432.50168784556
2006,Alameda,MT,675140.104166667
2006,Alameda,MVSF,451.875
2006,Alameda,SF,717925
2006,Alameda,SFG,95.0314467032967
2006,Alameda,SFL,5.31136094674556
2006,Alameda,SPY,6.02898333333333
2006,Alameda,TT,997182.738095238
2006,Contra Costa,2B,515840
2006,Contra Costa,3B,683193.253968254
2006,Contra Costa,4B,838592.46031746
2006,Contra Costa,A,746428.787878788
2006,Contra Costa,BT,457567.916666667
2006,Contra Costa,DV,49.1185
2006,Contra Costa,FR,1.32082765957447
2006,Contra Costa,HF,1.59812058823529
2006,Contra Costa,IV,42.654375
2006,Contra Costa,MSP,685102.813631602
2006,Contra Costa,MSPSF,394.064371404915
2006,Contra Costa,MT,740797.619047619
2006,Contra Costa,MVSF,404.393939393939
2006,Contra Costa,SF,777294.318181818
2006,Contra Costa,SFG,97.0032832618026
2006,Contra Costa,SFL,3.59382580645161
2006,Contra Costa,SPY,6.73378875
2006,Contra Costa,TT,948764.0625
2006,Marin,2B,762433.333333333
2006,Marin,3B,992153.125
2006,Marin,4B,1322230.20833333
2006,Marin,A,1010508.33333333
2006,Marin,BT,360094.047619048
2006,Marin,DV,41.0248958333333
2006,Marin,FR,2.42728333333333
2006,Marin,HF,1.13329130434783
2006,Marin,IV,50.0651041666667
2006,Marin,MSP,925565.100237288
2006,Marin,MSPSF,548.363256415082
2006,Marin,MT,729033.333333333
2006,Marin,MVSF,564.4375
2006,Marin,SF,1120925
2006,Marin,SFG,96.0827623188406
2006,Marin,SFL,4.94321923076923
2006,Marin,SPY,5.02763958333333
2006,Marin,TT,1172991.66666667
2006,Napa,2B,539252.083333333
2006,Napa,3B,687333.333333333
2006,Napa,4B,1462435.41666667
2006,Napa,A,694070.833333333
2006,Napa,BT,532836.111111111
2006,Napa,DV,38.0454166666667
2006,Napa,FR,1.08024
2006,Napa,HF,1.09928571428571
2006,Napa,IV,53.5483333333333
2006,Napa,MSP,586959.041666667
2006,Napa,MSPSF,340.7123125
2006,Napa,MT,541075
2006,Napa,MVSF,441.25
2006,Napa,SF,715666.666666667
2006,Napa,SFG,94.9152458333333
2006,Napa,SFL,5.08475416666667
2006,Napa,SPY,7.86792916666667
2006,Napa,TT,867277.083333333
2006,Sacramento,2B,253661.111111111
2006,Sacramento,3B,374751.923076923
2006,Sacramento,4B,490113.095238095
2006,Sacramento,A,401986.904761905
2006,Sacramento,BT,310140
2006,Sacramento,DV,60.853630952381
2006,Sacramento,FR,1.53685757575758
2006,Sacramento,HF,2.58151756756757
2006,Sacramento,IV,31.3814285714286
2006,Sacramento,MSP,377883.924996364
2006,Sacramento,MSPSF,237.543666060606
2006,Sacramento,MT,406825
2006,Sacramento,MVSF,239.10119047619
2006,Sacramento,SF,443105.357142857
2006,Sacramento,SFG,96.6150680722892
2006,Sacramento,SFL,3.82
2006,Sacramento,SPY,7.3315630952381
2006,Sacramento,TT,562435.416666667
2006,San Francisco,2B,755758.333333333
2006,San Francisco,3B,853675
2006,San Francisco,4B,954458.333333333
2006,San Francisco,A,775033.333333333
2006,San Francisco,BT,522025
2006,San Francisco,DV,47.7441666666667
2006,San Francisco,FR,0.419283333333333
2006,San Francisco,HF,0.467454545454545
2006,San Francisco,IV,42.05
2006,San Francisco,MSP,764875
2006,San Francisco,MSPSF,639.357566666667
2006,San Francisco,MT,663850
2006,San Francisco,MVSF,620.083333333333
2006,San Francisco,SF,783016.666666667
2006,San Francisco,SFG,99.0180583333333
2006,San Francisco,SFL,0.981941666666667
2006,San Francisco,SPY,5.18005833333333
2006,San Francisco,TT,888350
2006,San Mateo,2B,652652.083333333
2006,San Mateo,3B,933852.083333333
2006,San Mateo,4B,1187150
2006,San Mateo,A,980815.625
2006,San Mateo,BT,457189.583333333
2006,San Mateo,DV,36.7096666666667
2006,San Mateo,FR,1.54690454545455
2006,San Mateo,HF,1.16651333333333
2006,San Mateo,IV,50.7995555555556
2006,San Mateo,MSP,853469.713289286
2006,San Mateo,MSPSF,559.847197029154
2006,San Mateo,MT,661872.916666667
2006,San Mateo,MVSF,583.369791666667
2006,San Mateo,SF,1011814.0625
2006,San Mateo,SFG,96.6221091954023
2006,San Mateo,SFL,4.02148510638298
2006,San Mateo,SPY,5.18239888888889
2006,San Mateo,TT,1135056.66666667
2007,Alameda,2B,512087.222222222
2007,Alameda,3B,667007.291666667
2007,Alameda,4B,817882.8125
2007,Alameda,A,656224.479166667
2007,Alameda,BT,436992.708333333
2007,Alameda,DV,80.9666145833333
2007,Alameda,FR,4.26916573426573
2007,Alameda,HF,6.07140301204819
2007,Alameda,IV,11.9788541666667
2007,Alameda,MSP,599501.690509317
2007,Alameda,MSPSF,411.772485805415
2007,Alameda,MT,650378.645833333
2007,Alameda,MVSF,433.598958333333
2007,Alameda,SF,690329.166666667
2007,Alameda,SFG,90.832254494382
2007,Alameda,SFL,9.61771834319527
2007,Alameda,SPY,5.06011197916667
2007,Alameda,TT,979087.5
2007,Contra Costa,2B,479216.666666667
2007,Contra Costa,3B,638612.301587302
2007,Contra Costa,4B,788406.349206349
2007,Contra Costa,A,703087.878787879
2007,Contra Costa,BT,418453.333333333
2007,Contra Costa,DV,89.9363333333333
2007,Contra Costa,FR,6.90407756410256
2007,Contra Costa,HF,8.92183033175355
2007,Contra Costa,IV,6.20604166666667
2007,Contra Costa,MSP,652149.906448571
2007,Contra Costa,MSPSF,367.169431997573
2007,Contra Costa,MT,695778.174603175
2007,Contra Costa,MVSF,377.060606060606
2007,Contra Costa,SF,731490.53030303
2007,Contra Costa,SFG,93.2853274774775
2007,Contra Costa,SFL,7.20999705882353
2007,Contra Costa,SPY,5.43644583333333
2007,Contra Costa,TT,907096.354166667
2007,Marin,2B,741159.375
2007,Marin,3B,986123.958333333
2007,Marin,4B,1331771.875
2007,Marin,A,1006920.83333333
2007,Marin,BT,347004.761904762
2007,Marin,DV,56.8208333333333
2007,Marin,FR,3.37685833333333
2007,Marin,HF,2.4007320754717
2007,Marin,IV,33.9679166666667
2007,Marin,MSP,979828.334227119
2007,Marin,MSPSF,549.12895589597
2007,Marin,MT,711465.625
2007,Marin,MVSF,560.208333333333
2007,Marin,SF,1116041.66666667
2007,Marin,SFG,94.3357348484848
2007,Marin,SFL,6.93507169811321
2007,Marin,SPY,4.371434375
2007,Marin,TT,1184244.79166667
2007,Napa,2B,516168.75
2007,Napa,3B,664237.5
2007,Napa,4B,1414341.66666667
2007,Napa,A,670541.666666667
2007,Napa,BT,508636.111111111
2007,Napa,DV,82.4091666666667
